author,timestamp,content,post_url,reactions
unknown,2022-04-07,Watch this doc!,https://www.facebook.com/groups/1996906587229548/posts/3040952149491648/?comment_id=3040966112823585&__cft__[0]=AZV9EvFES85C8Gi0lqD16ggcKuakjnpGRpUzYoVDX2RwlzD0x7D6zH80_6Qf35GkEdY7TTUFb5ci5fd2hxA2bxhYjcJQHZrtf0YDOXfk4Fc3dAa5KAKgXQhd5uAr_TJZyZ4u1_V_6EjdOrB8K1ntqK_X-2OsMsWSoZu5KYkzIZics3-6GEuBnMTblq46PizmdYywdoCiROuguGtCADj4ZSaJ&__tn__=R-R,0
unknown,2022-04-07,welcome,https://www.facebook.com/groups/1996906587229548/posts/3035764013343795/?comment_id=3035766363343560&__cft__[0]=AZV7dTMRNovsF0aaTBnn0jLW5gzOIVEWiRUexT5Ak_igiwMqL1f9oC1osX9NQCtSOazoBVqrwxUl0nwG81UY3zKzEzWgDMqHLAJj2m6IJexy8BiyfxxynsGhrnfm0vXiHudw2kxhoEuDuDKbq9sNtMzT3GfeVgNIs_4xYHcdDN_rufhDMCOHptKpDyIMhNk-u3sy_SffiknX9aNZjZ23foT-&__tn__=R-R,0
unknown,2022-04-07,"You will be collecting frozen venison for testing, great that you can do this, I would like to participate",https://www.facebook.com/groups/1996906587229548/posts/3010233112563552/?comment_id=3010247215895475&__cft__[0]=AZXrTs6AZDRPSeYlmKk9_O_mRPY-XdPv8IYA9ogAuI429AnTJqvvZInaKr2k4UvOYogJlUK2GKwjahobzeR7CERi6a4gj5fN8p7uN_wLVL1nlg2KfbfGt3_kS1rY27sslu5jcN9by93AKmtL-q8Hbgwcu6oxG2YFZoS5HiWGh6oF4FLUDSmBfQ5v7t33kcu5HGzn1juPHW333P4Iia8h-cL5&__tn__=R-R,0
unknown,2022-04-07,"This is amazing!! Doesn't have to be in person for everyone, but informs everyone at their own convenience.",https://www.facebook.com/groups/1996906587229548/posts/3010233112563552/?comment_id=3010254655894731&__cft__[0]=AZXrTs6AZDRPSeYlmKk9_O_mRPY-XdPv8IYA9ogAuI429AnTJqvvZInaKr2k4UvOYogJlUK2GKwjahobzeR7CERi6a4gj5fN8p7uN_wLVL1nlg2KfbfGt3_kS1rY27sslu5jcN9by93AKmtL-q8Hbgwcu6oxG2YFZoS5HiWGh6oF4FLUDSmBfQ5v7t33kcu5HGzn1juPHW333P4Iia8h-cL5&__tn__=R-R,0
unknown,2022-04-07,Can we trust this private well testing? Or should we find someone out of the country that isn’t involved at all?,https://www.facebook.com/groups/1996906587229548/posts/3015337775386419/?comment_id=3015357645384432&__cft__[0]=AZUZl2gPZhzQyxu_TsL0rg_cpXA5VPfYE_kL4uYv1RdeRredg4x5SNKPrew8FYFsZLPfb4x-k3PImNifPWLBRycDgI5iU1JqIYYqilN_89s9BdQ-iE9HhGrf0ujyOc3yeyOC4rMhZQpBYmHzWv-fAwujMRzkjwmpKFN-tbHO_lLdWddhKQ1xUq8nEDhX_besBhTLo8Bj7HyoYHTyZBQuUIaE&__tn__=R-R,0
unknown,2022-04-07,Can this information be posted on the JFO page? It’s important that we get water tested. I’m happy to share with my network.,https://www.facebook.com/groups/1996906587229548/posts/3015337775386419/?comment_id=3015356428717887&__cft__[0]=AZUZl2gPZhzQyxu_TsL0rg_cpXA5VPfYE_kL4uYv1RdeRredg4x5SNKPrew8FYFsZLPfb4x-k3PImNifPWLBRycDgI5iU1JqIYYqilN_89s9BdQ-iE9HhGrf0ujyOc3yeyOC4rMhZQpBYmHzWv-fAwujMRzkjwmpKFN-tbHO_lLdWddhKQ1xUq8nEDhX_besBhTLo8Bj7HyoYHTyZBQuUIaE&__tn__=R-R,0
unknown,2022-04-07,Thank you for continually working hard to find answers for our community. We appreciate you!,https://www.facebook.com/groups/1996906587229548/posts/2951599238426940/?comment_id=2951606205092910&__cft__[0]=AZXOgPGeKiSzIhDOTxnXUIqXVcrIuEazdQI42aio_pyFH0ntqRK9jNvr9u4WpW5NlZL_b1xu6CCsBbRtWHzMAURDMXnNnrpytTFBGJwxIVo4-eYhahAdI5HcXlDIRpssUMNu8VZyP-8fX3gPV4EhXzLpFR21tbrYxhPjzrafMP0aXr3YAqX3FZ_i2YsFO5NSC0crq5RyPIEYl7aaG_nzqVu_&__tn__=R-R,0
unknown,2022-04-07,Sent you a PM,https://www.facebook.com/groups/1996906587229548/posts/2946844782235719/?comment_id=2947341812186016&__cft__[0]=AZXH7ULzVPQ1BLdPNekUM85QuTCIHCor5C3aOGcO44U4svUTbSN9hmTtMG20o2lD_rBzxBHfUdh8gOJNCNugtxQar6m8DjiuYIFKz4zjO4-Djc0mHl8BdTLsGAOLetRhlViZ3sOpCnms0Af48nals5AZFRUTvK4xoINfTHv3AEdXKtXEd_Pr89Y2Nk2GfKvS7TVfUV-w9wRHJv8YPZ2r8HiH&__tn__=R-R,0
unknown,2022-04-07,Please get ahold of me.  I have some teeth to share.,https://www.facebook.com/groups/1996906587229548/posts/2946844782235719/?comment_id=2946945675558963&__cft__[0]=AZXH7ULzVPQ1BLdPNekUM85QuTCIHCor5C3aOGcO44U4svUTbSN9hmTtMG20o2lD_rBzxBHfUdh8gOJNCNugtxQar6m8DjiuYIFKz4zjO4-Djc0mHl8BdTLsGAOLetRhlViZ3sOpCnms0Af48nals5AZFRUTvK4xoINfTHv3AEdXKtXEd_Pr89Y2Nk2GfKvS7TVfUV-w9wRHJv8YPZ2r8HiH&__tn__=R-R,0
unknown,2022-04-07,Thanks for all your hard work and effort in bringing this issue to the forefront and letting people know what has really happened in this community.   You are Amazing!!,https://www.facebook.com/groups/1996906587229548/posts/2852644781655720/?comment_id=2853783158208549&__cft__[0]=AZVta63WawWOdp2AbazrhqJOOkkoOiQhVLZVEBGLaZSrz9yBUSpIQsRgYGGmKsVWIsUfhNMoayNbYyYkWN_vrhyFpnf-tBUTxmn2ZZJR2gBboJ0f8crWY2cRZfgUYbPOwTWoG_QoLBaNemI64bmSdQswOVMz0fdeSXXf4zh005xkj5qaBmE9hZccVEzkC9cJqvPPAVd87__e1K-GxAnl6B2w6p1WA_1ZqEOZmU4eCVc7Mg&__tn__=R-R,0
unknown,2022-04-07,It hasn’t been easy for you but we all appreciate your dedication and commitment,https://www.facebook.com/groups/1996906587229548/posts/2852644781655720/?comment_id=2852860841634114&__cft__[0]=AZVta63WawWOdp2AbazrhqJOOkkoOiQhVLZVEBGLaZSrz9yBUSpIQsRgYGGmKsVWIsUfhNMoayNbYyYkWN_vrhyFpnf-tBUTxmn2ZZJR2gBboJ0f8crWY2cRZfgUYbPOwTWoG_QoLBaNemI64bmSdQswOVMz0fdeSXXf4zh005xkj5qaBmE9hZccVEzkC9cJqvPPAVd87__e1K-GxAnl6B2w6p1WA_1ZqEOZmU4eCVc7Mg&__tn__=R-R,0
unknown,2021-04-07,If you walk along the river walk behind the dump you can see green oily slim that seeps right into the river! This makes me sick and I hope someone does something about it.,https://www.facebook.com/groups/1996906587229548/posts/2778455889074610/?comment_id=2778514839068715&__cft__[0]=AZWjfAVu24cPZFWhoh8w1yI3pGvd_23AqzyzmPv0ERueVjRxGtvGBadHMQT-HiV61EKbppi6D0kPhP2f8qKUF1Znr9t6-SvlAvwgM7ihfwGqL8Wfnt6cnNKTcX_TjSNh8aj-zgbdwPRetFvp9VYsaJcNyVGExEmpOavqYAR4Fig26qRGBTYDHwY4cD2I5WaTq7Y&__tn__=R-R,0
unknown,2021-04-07,Hmm...maybe there was more to this water contamination? Good work JFO.,https://www.facebook.com/groups/1996906587229548/posts/2760756364177896/?comment_id=2761910844062448&__cft__[0]=AZXfGNI0YdwlrqkLLOBGjiTCsNvZExrTuMkH2RPgjhjFk5pG5jDERFq9RUirXDirPoYU0vUIG_CNsdgg28AK2kQ2BfsAuKFIw2H1iSgzBXhpSLacjO-uiMzPT2NNaO1Z3XfkhlCJJKuF3PDf6jLG7f7nLxihKAexH2gM6QLwfnC6eLN6ctmYKDKwDfjTmOdTZKy5ALg6W5tBdBVgle9QlzZx&__tn__=R-R,0
unknown,2021-04-07,What ever happened with Erin Brockovich?,https://www.facebook.com/groups/1996906587229548/posts/2664433680476832/?comment_id=2664439073809626&__cft__[0]=AZVIu5O2ODFx_5y6PHyw34LQc0nyoe4HWMVHoG5f9va3q24C9vv_Ezx3LCG7ye2YibOUVoVm0KX-FXZZ3ryma3If4OKhqZermEcW-7HeoixyGoNYAyZNBrMYV9pzYcaMm-kFSzq_vU0kWAoxB-tgocigIHDgPkeQhkd8KPgfSJ_eMvQVqKv0U4K3yQEOCYRy71xN5lYoCIAMlQlVPxYiz19g&__tn__=R-R,0
unknown,2020-04-07,I hope you didn’t stop the fire department. That’s just crazy,https://www.facebook.com/groups/1996906587229548/posts/2519339734986228/?comment_id=2519419288311606&__cft__[0]=AZVvXo7C8utO94gnu3nqB3tlPljIPi9d6Ig1t0Zd1z39iQOtD-rjFNFXohhiB6QeoxiYOSYD-bTNmVl3FLdnQcviR8-Gvyf7r1qJPKgNZ2h2YaN2I5bTVvg1bPgk_yPAifrtWTljMDlpJY4PICYugQTcN2VF_kLm7KPYAcxNJVDY19Sg0qeh8jdjDJ4PIHB7raPPf4Hub1o9M9v9GoL_71SD2m919oHq1-ZOkRWxjxRK1w&__tn__=R-R,0
unknown,2020-04-07,"I have been wondering what happened to that meeting, and I just came here to see if there were any updates.",https://www.facebook.com/groups/1996906587229548/posts/2519339734986228/?comment_id=2523340771252791&__cft__[0]=AZVvXo7C8utO94gnu3nqB3tlPljIPi9d6Ig1t0Zd1z39iQOtD-rjFNFXohhiB6QeoxiYOSYD-bTNmVl3FLdnQcviR8-Gvyf7r1qJPKgNZ2h2YaN2I5bTVvg1bPgk_yPAifrtWTljMDlpJY4PICYugQTcN2VF_kLm7KPYAcxNJVDY19Sg0qeh8jdjDJ4PIHB7raPPf4Hub1o9M9v9GoL_71SD2m919oHq1-ZOkRWxjxRK1w&__tn__=R-R,0
unknown,2020-04-07,Otsego elected to remain closed until 4/13,https://www.facebook.com/groups/1996906587229548/posts/2506526949600840/?comment_id=2506546572932211&__cft__[0]=AZUArTweZAWEC2FqQ0MMIC_iUM0JedeqyKp7MDCVJwsS5rOGesBTQKcTEwBQLkmYmjl9Xqon5Ix3dOJVfpVx-Hs-yOV52owtpwVTSj4ht6ZwjcgoVYa99NOXQ4qaKy5Z8_ZKmkfTJkemDa_z87AfCAuRgRIykpIl2wb5FQPeWmvFlkeBwa1EhFEDn_5DgaoRWWE&__tn__=R-R,0
unknown,2020-04-07,Thank you for having such a passion for all of us. You have given so many hope.,https://www.facebook.com/groups/1996906587229548/posts/2502427180010817/?comment_id=2502598729993662&__cft__[0]=AZVxfIjS7B7B8CWyIpjBfo46hGVgzAZIkfY_ZP0PZFGKjxLpDGzoGOl9hpom9Wn09kquDlBPWQP-ZkZmUR6spAF54xD4b5UI7j51o6-d7N8PHOsSr05pmrylVZQXNqt9zeWGXiBJ3z4RT1uhOrcRHMLSAnKLbRBouiN5aHeBDtqUE6Xl95isfk-TqKGtWb-XirQ&__tn__=R-R,0
unknown,2020-04-07,Awesome!!!,https://www.facebook.com/groups/1996906587229548/posts/2499852163601652/?comment_id=2499853723601496&__cft__[0]=AZWuN8EFFwKW3sxffhna9pqJFr8062Y2cn-k-bJ046PHybieP1Bc9lkwT06lb7LIaox15sg-pxyw7Zof9jJa1k8B80IKXzY5BxPCGKChYfZGiXbKjyiMSXkDf3BYlrkINU8gFIEtJ2nuw_hnbz_aPUuzrEeJ4Y0E62liJzjj2sEUiiPitQVnN9WdTLDyqldQhzg&__tn__=R-R,0
unknown,2020-04-07,Where can we listen to it?,https://www.facebook.com/groups/1996906587229548/posts/2499852163601652/?comment_id=2499861743600694&__cft__[0]=AZWuN8EFFwKW3sxffhna9pqJFr8062Y2cn-k-bJ046PHybieP1Bc9lkwT06lb7LIaox15sg-pxyw7Zof9jJa1k8B80IKXzY5BxPCGKChYfZGiXbKjyiMSXkDf3BYlrkINU8gFIEtJ2nuw_hnbz_aPUuzrEeJ4Y0E62liJzjj2sEUiiPitQVnN9WdTLDyqldQhzg&__tn__=R-R,0
unknown,2020-04-07,"A coworker lives just West of the base in Battle Creek. Her and her daughter have many health issues. Like bizarre stuff. They were told years ago that their ground was highly contaminated. DEQ put filters in their houses for free. But the ground remai…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2346001582320045/?comment_id=2348197268767143&__cft__[0]=AZVYcJwDsGydB_vvbzl9RFrXLK3Mc8mEghnH-5vXMXOAX-idty6fhQwrzFM-SWnqM6xGHleEA8F3F3t7yTP00rIXBNVBVd966ftxdEW9HhwG_IKy19eWedIGWD-TJ-9liO1Qd6sNerB3ugSNWpKysmSZKAWK8RRREV9Jmn7Z5GovxiIz8zZkrbzz-JoCUbpaJv_vYsV_SeZ9_x7MYPBeKD8_&__tn__=R-R,0
unknown,2020-04-07,It should be criminal that these military families live on bases riddled with toxins! It probably is but whose going to do aything about it!,https://www.facebook.com/groups/1996906587229548/posts/2346001582320045/?comment_id=2346302768956593&__cft__[0]=AZVYcJwDsGydB_vvbzl9RFrXLK3Mc8mEghnH-5vXMXOAX-idty6fhQwrzFM-SWnqM6xGHleEA8F3F3t7yTP00rIXBNVBVd966ftxdEW9HhwG_IKy19eWedIGWD-TJ-9liO1Qd6sNerB3ugSNWpKysmSZKAWK8RRREV9Jmn7Z5GovxiIz8zZkrbzz-JoCUbpaJv_vYsV_SeZ9_x7MYPBeKD8_&__tn__=R-R,0
unknown,2019-04-08,How will the donation help prove it,https://www.facebook.com/groups/1996906587229548/posts/2201314210122117/?comment_id=2201318483455023&__cft__[0]=AZWLGdLAbxZYdLkETCmiiH9s6zQqzyCl4Jb2Nkn96XfLY3q9jFVY5uR3nZKBaM8YdJj792BlXUj_tUsEPWhIPaSZx4ePNSynlBR9o_4rjyjSV3RqPRzsxr6hQG4NPaBFy-gWsWkK5INE4rvfPp9bK0nm89VHdHLYeGRlI2F6PuUZ8o91lgZ7sC9yfGY3YqcsvKtIfg99oeNukXYEKKI7sF8E3NrXYVBxEAyVrRqpRfKwug&__tn__=R-R,0
unknown,2019-04-08,"That was a great summary, Mary.  And I agree, very frustrating...",https://www.facebook.com/groups/1996906587229548/posts/2145429759043896/?comment_id=2145506449036227&__cft__[0]=AZVZNREwC91HJkJIaBR44ttK_fNtNwsqIO_WQsCv9Ma942B2YgEepckOHxM_qOMDOiHYcUpWn1oPeZyTINuwBnLOrkudPXJWOC5xh_-rFNyLScts9rHVe0i1LxXkE9uLKBpHn9TuptFDGFiXrl9xI_l34b6XkR26y0AtsBLIfyG-t63KzQdJQ67lvj1Z1fnS4jUrbqSJ0NK8c_x4OtY9ndxnTLAIa9Z1sSXdxmGzgbEIog&__tn__=R-R,0
unknown,2019-04-08,unavailable,https://www.facebook.com/groups/1996906587229548/posts/2145429759043896/?comment_id=2145432029043669&__cft__[0]=AZVZNREwC91HJkJIaBR44ttK_fNtNwsqIO_WQsCv9Ma942B2YgEepckOHxM_qOMDOiHYcUpWn1oPeZyTINuwBnLOrkudPXJWOC5xh_-rFNyLScts9rHVe0i1LxXkE9uLKBpHn9TuptFDGFiXrl9xI_l34b6XkR26y0AtsBLIfyG-t63KzQdJQ67lvj1Z1fnS4jUrbqSJ0NK8c_x4OtY9ndxnTLAIa9Z1sSXdxmGzgbEIog&__tn__=R-R,0
unknown,2019-04-08,There will be more information about results & meetings in future through various media. We discusses this topic.,https://www.facebook.com/groups/1996906587229548/posts/2144503135803225/?comment_id=2145370369049835&__cft__[0]=AZUdSZvLwlpffanRNR54vabGhjxhQYMTWXwP7GRWyc73YtqMJu8mtrv-hmQAVfgmDQMB5yk8VFp_C-VjDtUTX8KrCxMAjm0M2mVyI_cJAHZ01kOP4QxO85_c9dpZvT9fpmZejPf2di-i_5ibiiSYQCtUFUdTGJBraz3uOgQsgKhJe2A9_LUtkfv-GwKCOr7WkKvsYrlZmPFisNTzKm4vqYUN&__tn__=R-R,0
unknown,2019-04-08,I just saw this and can't attend. Will there be more gatherings like this? I live near the river and need to know more!,https://www.facebook.com/groups/1996906587229548/posts/2144503135803225/?comment_id=2145194809067391&__cft__[0]=AZUdSZvLwlpffanRNR54vabGhjxhQYMTWXwP7GRWyc73YtqMJu8mtrv-hmQAVfgmDQMB5yk8VFp_C-VjDtUTX8KrCxMAjm0M2mVyI_cJAHZ01kOP4QxO85_c9dpZvT9fpmZejPf2di-i_5ibiiSYQCtUFUdTGJBraz3uOgQsgKhJe2A9_LUtkfv-GwKCOr7WkKvsYrlZmPFisNTzKm4vqYUN&__tn__=R-R,0
unknown,2019-04-08,And that surface water has less than the ponds here. But they don't want to test animals?,https://www.facebook.com/groups/1996906587229548/posts/2144986609088211/?comment_id=2145353889051483&__cft__[0]=AZUZHguK2SpcAnx0kcBznrn3w4rFqJ2FP0YUDs3zHx5zpp-ijHOCvpl8CeBB9BKo8jQKVV2FN_8JGQXSuh3ci1Ho9QTlND9VhiPFDP6lZhyXKhD2OfG1e8e5HWtvd2z6jGqj7ucMRo2LkdR0q34UEF9UR1vuWv1ZpR7ed0MD7XA72h9rzNQbNFEdRRAms2twNIwounNOA8Y2x48oC3cw2Gq2&__tn__=R-R,0
unknown,2019-04-08,Fair amount of admission in this particular case. USAF has come out and said that it’s their fault.  The cleanup has been slow to get going.,https://www.facebook.com/groups/1996906587229548/posts/2144986609088211/?comment_id=2145183039068568&__cft__[0]=AZUZHguK2SpcAnx0kcBznrn3w4rFqJ2FP0YUDs3zHx5zpp-ijHOCvpl8CeBB9BKo8jQKVV2FN_8JGQXSuh3ci1Ho9QTlND9VhiPFDP6lZhyXKhD2OfG1e8e5HWtvd2z6jGqj7ucMRo2LkdR0q34UEF9UR1vuWv1ZpR7ed0MD7XA72h9rzNQbNFEdRRAms2twNIwounNOA8Y2x48oC3cw2Gq2&__tn__=R-R,0
unknown,2019-04-08,I heard today all the tests that they took in September came back non-detect. I'm waiting on my updated results.,https://www.facebook.com/groups/1996906587229548/posts/2144972052423000/?comment_id=2145339592386246&__cft__[0]=AZUh6tgDSnQH9YgMlIp8SXqIpucXXWyVYNDLLrdcEX8T5irEJc7QjvXyLUhaBUUfYYH0TArYCdLqUzY-lUS0BfJbpTjUiclzjMY7qFxXl549eO8S92dOV7VQ8EO8gKQXa7XRtBQ79b84qMzb86NAgh5Fi413ZS9NrzNbT2UqZQKXln6koPa5ufgrHs1BP_Zz2i8&__tn__=R-R,0
unknown,2019-04-08,Congrats!,https://www.facebook.com/groups/1996906587229548/posts/2144972052423000/?comment_id=2144987889088083&__cft__[0]=AZUh6tgDSnQH9YgMlIp8SXqIpucXXWyVYNDLLrdcEX8T5irEJc7QjvXyLUhaBUUfYYH0TArYCdLqUzY-lUS0BfJbpTjUiclzjMY7qFxXl549eO8S92dOV7VQ8EO8gKQXa7XRtBQ79b84qMzb86NAgh5Fi413ZS9NrzNbT2UqZQKXln6koPa5ufgrHs1BP_Zz2i8&__tn__=R-R,0
unknown,2019-04-08,Education is so important,https://www.facebook.com/groups/1996906587229548/posts/2144993749087497/?comment_id=2145005629086309&__cft__[0]=AZV5jA89B6YkwQ_DoPuQ6ux3uXV9drZCi6_ruimDhj3g17ySp3HFque9gwRlob1qlbExEcpTIfirHXKZmhHEON1gOVOL11TWG-_xCuO57Zn5_alDLiv1gcXQY-U2mOBkejPKBVwO6DAVsHnylg075oQTPJPF2QxO6nk6eUPP5NSu94701qfzLDtSmNuqpAHZhbvNNzTekjZwQ6SA-jhKguGN&__tn__=R-R,0
unknown,2019-04-08,I won’t be able to make it either unfortunately. Hopefully we get some answers this time around!,https://www.facebook.com/groups/1996906587229548/posts/2144401269146745/?comment_id=2144793295774209&__cft__[0]=AZWZZZmcT2tCNKMezCw2ZFFEs9GvpjdjJ_swdPI1fMb_x0xt4mg5y6QtTfAs-R28E9Tjkdx4cxp-IvFFPeQCeIYd32tONv6xMSTjm3FV-Obk5g4EdDjzCnLLPrnTackmmJOx-CffqjJOaHrKkY2-R3L-GaP58UtzE-R8EtGm_7LorkBnJmefTytqYze_SsP3i6_unHq_KNMXFTmmFUaqv4ML&__tn__=R-R,0
unknown,2019-04-08,I'm glad they're retesting it.,https://www.facebook.com/groups/1996906587229548/posts/2144401269146745/?comment_id=2144405885812950&__cft__[0]=AZWZZZmcT2tCNKMezCw2ZFFEs9GvpjdjJ_swdPI1fMb_x0xt4mg5y6QtTfAs-R28E9Tjkdx4cxp-IvFFPeQCeIYd32tONv6xMSTjm3FV-Obk5g4EdDjzCnLLPrnTackmmJOx-CffqjJOaHrKkY2-R3L-GaP58UtzE-R8EtGm_7LorkBnJmefTytqYze_SsP3i6_unHq_KNMXFTmmFUaqv4ML&__tn__=R-R,0
unknown,2019-04-08,"I’ve had an autoimmune disease which I’ve been on disability for, for the last 42 years and now I have Polymyalgia rheumatica which I’ve been on high dose steroids for a year.  Also a new to me pre cancerous blood disorder.",https://www.facebook.com/groups/1996906587229548/posts/2144276825825856/?comment_id=2144659145787624&__cft__[0]=AZUCqzcGEfw4Lt9CrDFOLyj55SgmWRVpilkT-pUKY46vrEQwbj7jLvMqedMR8H4Uz0VJhwGp8hu96NbQ7MOk3ZNnBv_PXGXoRdMJW6wCerlYCeAxcBk0AWlcsjKsO---6SR_KiFy8ppqPYpIzoCn3u9OGnZk1yQdK26x6IQGAVTMdvvjRZNqFdYm2R9pulRUGPk&__tn__=R-R,0
unknown,2019-04-08,I just don’t understand the denial . This is worse then portage. Worse then parchment. I hope the state steps up!,https://www.facebook.com/groups/1996906587229548/posts/2141502062769999/?comment_id=2142264862693719&__cft__[0]=AZWr7Ru3869ztg1_NpZIPfHAnwdNHnlnvzSgzyC4_1v_ZT9sL7QL-6VTBk4QZcjQZmeSRNBPAYcPjnj55e-q-CNuj4lFtAjWVJ7X8wXqc1TLZ9PmYejoFBrbG0uk7aL5agSlsqvexITVQ2nj8jGy6wMuptsGNrkdz4Qkjy1t8nVNnocO4hob51Euscdh5VkPeSZ4fOt3yMNBx9aAQoiyROieijYX2nkNkY0uyxM9ad6eGA&__tn__=R-R,0
unknown,2019-04-08,Thank you for your dedication,https://www.facebook.com/groups/1996906587229548/posts/2141502062769999/?comment_id=2141733672746838&__cft__[0]=AZWr7Ru3869ztg1_NpZIPfHAnwdNHnlnvzSgzyC4_1v_ZT9sL7QL-6VTBk4QZcjQZmeSRNBPAYcPjnj55e-q-CNuj4lFtAjWVJ7X8wXqc1TLZ9PmYejoFBrbG0uk7aL5agSlsqvexITVQ2nj8jGy6wMuptsGNrkdz4Qkjy1t8nVNnocO4hob51Euscdh5VkPeSZ4fOt3yMNBx9aAQoiyROieijYX2nkNkY0uyxM9ad6eGA&__tn__=R-R,0
unknown,2019-04-08,I am behind Mary Zack on all that she has discovered through all her rescheach and tireless efforts to be a voice in the community of Otsego. There are many health problems and concerns here in our small town that has been brought to light.,https://www.facebook.com/groups/1996906587229548/posts/2133651250221747/?comment_id=2133869170199955&__cft__[0]=AZXJSHlHAoWToCwcUA4k0JiXsOSYqMwwmEV_dS1IZyASH6k2LO9-zRpfj2uwl5pbDM3Ps1JSZHON1PCKNqI3-ZFWwOsIpSp0ACXygH3qBkarOAU5w5TtWHSUQF3VR-dxRk4u2tTKloU7Any2hYCIJILflN4ejiulbY36x32KXYOyjcHMMcDZzOG9R4E548F5a1LhXlvpmoiwABYcK7i3N0CD&__tn__=R-R,0
unknown,2019-04-08,That's also quite a large dose for the rats considering the PPQ levels in the water wells shown so far.,https://www.facebook.com/groups/1996906587229548/posts/2133651250221747/?comment_id=2133653436888195&__cft__[0]=AZXJSHlHAoWToCwcUA4k0JiXsOSYqMwwmEV_dS1IZyASH6k2LO9-zRpfj2uwl5pbDM3Ps1JSZHON1PCKNqI3-ZFWwOsIpSp0ACXygH3qBkarOAU5w5TtWHSUQF3VR-dxRk4u2tTKloU7Any2hYCIJILflN4ejiulbY36x32KXYOyjcHMMcDZzOG9R4E548F5a1LhXlvpmoiwABYcK7i3N0CD&__tn__=R-R,0
unknown,2019-04-08,Now?,https://www.facebook.com/groups/1996906587229548/posts/2133577280229144/?comment_id=2133947693525436&__cft__[0]=AZX_j_Ep-f0lL104U1IMb1xLdasSAH4pMYQ9r51nj0LyZCdQEDCXMG4NpnW968eFEdRY4_h4zXq6iG3hnzk1DZ_1mTdtCz45NKitCiOEFfVJvdjIEwxGHzJE3Ue_lKtz1dXZdNGIGVgr-qkXOvxf3AyOhejoZ4Ax8BwpM9M3dG9F75Rq3o2s-4UNXgPTHKaQwQmzCnoFAHHCTZEDJ0gpdH4cb8ZT_0R0KM_jUR-dlpM2SA&__tn__=R-R,0
unknown,2019-04-08,"Casey
, can't see this. Is it a public or private post?",https://www.facebook.com/groups/1996906587229548/posts/2133577280229144/?comment_id=2133598423560363&__cft__[0]=AZX_j_Ep-f0lL104U1IMb1xLdasSAH4pMYQ9r51nj0LyZCdQEDCXMG4NpnW968eFEdRY4_h4zXq6iG3hnzk1DZ_1mTdtCz45NKitCiOEFfVJvdjIEwxGHzJE3Ue_lKtz1dXZdNGIGVgr-qkXOvxf3AyOhejoZ4Ax8BwpM9M3dG9F75Rq3o2s-4UNXgPTHKaQwQmzCnoFAHHCTZEDJ0gpdH4cb8ZT_0R0KM_jUR-dlpM2SA&__tn__=R-R,0
unknown,2019-04-08,Could you please post this on the public page so we can share it?,https://www.facebook.com/groups/1996906587229548/posts/2133706620216210/?comment_id=2133751953545010&__cft__[0]=AZUJepBJZC3a_x2h7g0N0Q3Lqf5unTQvZbZCgAphk_7hC0kDe-Y5AMJW1Bsbo6N9nxRILFlk1gdEmcZRk0Lh1J5AgXmsu9Kie-BRk116KpLHzrjdY6KauuknbMRlcJ4BPFfZuS1chQ0C6gI3opvYQIY9ITxhY47ykX5deiIYboT8dEIQ2j0tlF6xM28Kp0-Pju4ksTXd_byzctdUB5RolhDTuDmMx79Y74ofG26sEagxpA&__tn__=R-R,0
unknown,2019-04-08,"About time they tackled it, way overdue",https://www.facebook.com/groups/1996906587229548/posts/2133706620216210/?comment_id=2133740013546204&__cft__[0]=AZUJepBJZC3a_x2h7g0N0Q3Lqf5unTQvZbZCgAphk_7hC0kDe-Y5AMJW1Bsbo6N9nxRILFlk1gdEmcZRk0Lh1J5AgXmsu9Kie-BRk116KpLHzrjdY6KauuknbMRlcJ4BPFfZuS1chQ0C6gI3opvYQIY9ITxhY47ykX5deiIYboT8dEIQ2j0tlF6xM28Kp0-Pju4ksTXd_byzctdUB5RolhDTuDmMx79Y74ofG26sEagxpA&__tn__=R-R,0
unknown,2019-04-08,"Brandon Fritzler
is this enough proof? If you want more, dig around for the community members who posted the letters that were dropped to their homes with the cases of water",https://www.facebook.com/groups/1996906587229548/posts/2121877364732469/?comment_id=2132443590342513&__cft__[0]=AZWneee3NgcZ79zGt1Cqkk7Rm5RPAUUHdM60nJSnY4RM5sNpUhh5wO5dAavMakpjufv4acTxRt1nx4eXTaPoYdXeu5nhyv-D0VW58gqHghjY6ywu1H3qltHcvQ9N0lYRRTPWc0HVvjMA6v8S-_CL4lFjFQFMPP1ZQiMwiX-Phz50oFc5-ByRnCnSlpMG4QRW8dLpn2iN6O2UVmk3O4od0G2Ag5dH_0wmbou8kUa29rSiAQ&__tn__=R-R,0
